break_slug,break_type,event_country,event_round,event_year,heat_number,heat_round_number,month,tour_gender,tour_year,wave_dir,surfer_age,surfer_avg_heat_total_break,surfer_avg_heat_total_bt,surfer_avg_heat_total_event,surfer_avg_heat_total_wd,surfer_avg_heat_total_ws,surfer_avg_ht,surfer_comp_hc,surfer_count_2,surfer_count_3,surfer_country,surfer_event_count,surfer_frontside,surfer_gender,surfer_heat_count,surfer_heat_count_break,surfer_heat_count_bt,surfer_heat_count_event,surfer_heat_count_wd,surfer_heat_count_ws,surfer_heat_losses,surfer_heat_win_break,surfer_heat_win_bt,surfer_heat_win_event,surfer_heat_win_wd,surfer_heat_win_ws,surfer_heat_wins,surfer_matchup_count,surfer_matchup_wins,surfer_points,surfer_prev_10_heat_place,surfer_prev_3_event_points,surfer_prev_5_event_points,surfer_prev_event_place,surfer_prev_event_points,surfer_prev_year_place,surfer_replace,surfer_stance,surfer_win_rate,surfer_won,op1_age,op1_avg_heat_total_break,op1_avg_heat_total_bt,op1_avg_heat_total_event,op1_avg_heat_total_wd,op1_avg_heat_total_ws,op1_avg_ht,op1_comp_hc,op1_country,op1_event_count,op1_frontside,op1_gender,op1_heat_count,op1_heat_count_break,op1_heat_count_bt,op1_heat_count_event,op1_heat_count_wd,op1_heat_count_ws,op1_heat_losses,op1_heat_win_break,op1_heat_win_bt,op1_heat_win_event,op1_heat_win_wd,op1_heat_win_ws,op1_heat_wins,op1_points,op1_prev_10_heat_place,op1_prev_3_event_points,op1_prev_5_event_points,op1_prev_event_place,op1_prev_event_points,op1_prev_year_place,op1_replace,op1_stance,op1_win_rate,op2_age,op2_avg_heat_total_break,op2_avg_heat_total_bt,op2_avg_heat_total_event,op2_avg_heat_total_wd,op2_avg_heat_total_ws,op2_avg_ht,op2_comp_hc,op2_country,op2_event_count,op2_frontside,op2_gender,op2_heat_count,op2_heat_count_break,op2_heat_count_bt,op2_heat_count_event,op2_heat_count_wd,op2_heat_count_ws,op2_heat_losses,op2_heat_win_break,op2_heat_win_bt,op2_heat_win_event,op2_heat_win_wd,op2_heat_win_ws,op2_heat_wins,op2_points,op2_prev_10_heat_place,op2_prev_3_event_points,op2_prev_5_event_points,op2_prev_event_place,op2_prev_event_points,op2_prev_year_place,op2_replace,op2_stance,op2_win_rate
jeffreys-bay,POINTBREAK,south-africa,9,2022,1,5,7,FEMALE,2022,RIGHT,28.0,13.43642857142857,14.26480392156863,,14.04404761904763,12.541,13.43642857142857,0,True,False,australia,95.0,1,FEMALE,350.0,352.0,102.0,,126.0,31.0,136.0,214.0,61.0,,79.0,19.0,214.0,6.0,5.0,31270.0,6.0,15220.0,22575.0,9.0,2610.0,6.0,False,REGULAR,0.6114285714285714,0,26.0,12.23875502008032,12.60968253968254,14.20166666666667,12.25825,12.25381818181818,12.23875502008032,0,brazil,69.0,0,FEMALE,249.0,250.0,63.0,6.0,80.0,56.0,131.0,118.0,25.0,3.0,36.0,29.0,118.0,35220.0,6.0,14780.0,20000.0,3.0,6085.0,2.0,False,GOOFY,0.4738955823293173,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
jeffreys-bay,POINTBREAK,south-africa,9,2022,1,2,7,FEMALE,2022,RIGHT,29.0,12.20691176470587,12.44094594594595,13.60571428571428,12.26865853658537,11.73754716981132,12.20691176470587,0,True,False,france,77.0,1,FEMALE,272.0,272.0,74.0,7.0,82.0,53.0,152.0,120.0,31.0,2.0,31.0,27.0,120.0,0.0,0.0,47610.0,5.0,23885.0,33375.0,2.0,7800.0,4.0,False,REGULAR,0.4411764705882353,1,25.0,7.2625,8.254999999999999,,8.254999999999999,8.254999999999999,7.2625,0,united-states,2.0,0,FEMALE,4.0,4.0,2.0,,2.0,2.0,4.0,,,,,,,3655.0,,3655.0,3655.0,9.0,2610.0,,False,GOOFY,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
jeffreys-bay,POINTBREAK,south-africa,9,2022,1,2,7,FEMALE,2022,RIGHT,25.0,7.2625,8.254999999999999,,8.254999999999999,8.254999999999999,7.2625,0,True,False,united-states,2.0,0,FEMALE,4.0,4.0,2.0,,2.0,2.0,4.0,,,,,,,0.0,0.0,3655.0,,3655.0,3655.0,9.0,2610.0,,False,GOOFY,,0,29.0,12.20691176470587,12.44094594594595,13.60571428571428,12.26865853658537,11.73754716981132,12.20691176470587,0,france,77.0,1,FEMALE,272.0,272.0,74.0,7.0,82.0,53.0,152.0,120.0,31.0,2.0,31.0,27.0,120.0,47610.0,5.0,23885.0,33375.0,2.0,7800.0,4.0,False,REGULAR,0.4411764705882353,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
jeffreys-bay,POINTBREAK,south-africa,9,2022,3,1,7,FEMALE,2022,RIGHT,20.0,11.83768421052632,12.44258064516129,14.22333333333333,12.29435897435897,10.42575757575758,11.83768421052632,0,False,True,united-states,37.0,0,FEMALE,95.0,95.0,31.0,6.0,39.0,33.0,47.0,48.0,17.0,4.0,19.0,15.0,48.0,,,18665.0,5.0,11875.0,19230.0,5.0,4745.0,6.0,False,GOOFY,0.5052631578947369,1,29.0,12.20691176470587,12.44094594594595,13.60571428571428,12.26865853658537,11.73754716981132,12.20691176470587,0,france,77.0,1,FEMALE,272.0,272.0,74.0,7.0,82.0,53.0,152.0,120.0,31.0,2.0,31.0,27.0,120.0,47610.0,5.0,23885.0,33375.0,2.0,7800.0,4.0,False,REGULAR,0.4411764705882353,25.0,10.806,11.65235294117647,,11.16666666666666,10.43529411764706,10.806,0,australia,18.0,1,FEMALE,50.0,50.0,17.0,,18.0,17.0,29.0,21.0,8.0,,5.0,7.0,21.0,34675.0,5.0,12100.0,24710.0,5.0,4745.0,8.0,False,REGULAR,0.42
jeffreys-bay,POINTBREAK,south-africa,9,2022,3,1,7,FEMALE,2022,RIGHT,25.0,10.806,11.65235294117647,,11.16666666666666,10.43529411764706,10.806,0,False,True,australia,18.0,1,FEMALE,50.0,50.0,17.0,,18.0,17.0,29.0,21.0,8.0,,5.0,7.0,21.0,,,34675.0,5.0,12100.0,24710.0,5.0,4745.0,8.0,False,REGULAR,0.42,0,29.0,12.20691176470587,12.44094594594595,13.60571428571428,12.26865853658537,11.73754716981132,12.20691176470587,0,france,77.0,1,FEMALE,272.0,272.0,74.0,7.0,82.0,53.0,152.0,120.0,31.0,2.0,31.0,27.0,120.0,47610.0,5.0,23885.0,33375.0,2.0,7800.0,4.0,False,REGULAR,0.4411764705882353,20.0,11.83768421052632,12.44258064516129,14.22333333333333,12.29435897435897,10.42575757575758,11.83768421052632,0,united-states,37.0,0,FEMALE,95.0,95.0,31.0,6.0,39.0,33.0,47.0,48.0,17.0,4.0,19.0,15.0,48.0,18665.0,5.0,11875.0,19230.0,5.0,4745.0,6.0,False,GOOFY,0.5052631578947369
jeffreys-bay,POINTBREAK,south-africa,9,2022,3,1,7,FEMALE,2022,RIGHT,29.0,12.20691176470587,12.44094594594595,13.60571428571428,12.26865853658537,11.73754716981132,12.20691176470587,0,False,True,france,77.0,1,FEMALE,272.0,272.0,74.0,7.0,82.0,53.0,152.0,120.0,31.0,2.0,31.0,27.0,120.0,,,47610.0,5.0,23885.0,33375.0,2.0,7800.0,4.0,False,REGULAR,0.4411764705882353,0,25.0,10.806,11.65235294117647,,11.16666666666666,10.43529411764706,10.806,0,australia,18.0,1,FEMALE,50.0,50.0,17.0,,18.0,17.0,29.0,21.0,8.0,,5.0,7.0,21.0,34675.0,5.0,12100.0,24710.0,5.0,4745.0,8.0,False,REGULAR,0.42,20.0,11.83768421052632,12.44258064516129,14.22333333333333,12.29435897435897,10.42575757575758,11.83768421052632,0,united-states,37.0,0,FEMALE,95.0,95.0,31.0,6.0,39.0,33.0,47.0,48.0,17.0,4.0,19.0,15.0,48.0,18665.0,5.0,11875.0,19230.0,5.0,4745.0,6.0,False,GOOFY,0.5052631578947369
jeffreys-bay,POINTBREAK,south-africa,9,2022,2,1,7,FEMALE,2022,RIGHT,30.0,14.10814479638009,14.81245901639344,13.92,14.54868055555555,13.54393442622951,14.10814479638009,0,False,True,hawaii,106.0,1,FEMALE,442.0,442.0,122.0,8.0,144.0,61.0,135.0,307.0,85.0,6.0,101.0,40.0,307.0,,,49450.0,6.0,22545.0,32955.0,1.0,10000.0,1.0,False,REGULAR,0.6945701357466063,1,20.0,10.81148148148148,12.1275,,12.37444444444444,9.951666666666666,10.81148148148148,0,hawaii,9.0,1,FEMALE,27.0,27.0,4.0,,9.0,12.0,17.0,10.0,1.0,,4.0,4.0,10.0,33020.0,4.0,11305.0,21715.0,3.0,6085.0,20.0,False,REGULAR,0.3703703703703703,25.0,7.2625,8.254999999999999,,8.254999999999999,8.254999999999999,7.2625,0,united-states,2.0,0,FEMALE,4.0,4.0,2.0,,2.0,2.0,4.0,,,,,,,3655.0,,3655.0,3655.0,9.0,2610.0,,False,GOOFY,
jeffreys-bay,POINTBREAK,south-africa,9,2022,2,1,7,FEMALE,2022,RIGHT,20.0,10.81148148148148,12.1275,,12.37444444444444,9.951666666666666,10.81148148148148,0,False,True,hawaii,9.0,1,FEMALE,27.0,27.0,4.0,,9.0,12.0,17.0,10.0,1.0,,4.0,4.0,10.0,,,33020.0,4.0,11305.0,21715.0,3.0,6085.0,20.0,False,REGULAR,0.3703703703703703,0,30.0,14.10814479638009,14.81245901639344,13.92,14.54868055555555,13.54393442622951,14.10814479638009,0,hawaii,106.0,1,FEMALE,442.0,442.0,122.0,8.0,144.0,61.0,135.0,307.0,85.0,6.0,101.0,40.0,307.0,49450.0,6.0,22545.0,32955.0,1.0,10000.0,1.0,False,REGULAR,0.6945701357466063,25.0,7.2625,8.254999999999999,,8.254999999999999,8.254999999999999,7.2625,0,united-states,2.0,0,FEMALE,4.0,4.0,2.0,,2.0,2.0,4.0,,,,,,,3655.0,,3655.0,3655.0,9.0,2610.0,,False,GOOFY,
jeffreys-bay,POINTBREAK,south-africa,9,2022,2,1,7,FEMALE,2022,RIGHT,25.0,7.2625,8.254999999999999,,8.254999999999999,8.254999999999999,7.2625,0,False,True,united-states,2.0,0,FEMALE,4.0,4.0,2.0,,2.0,2.0,4.0,,,,,,,,,3655.0,,3655.0,3655.0,9.0,2610.0,,False,GOOFY,,0,30.0,14.10814479638009,14.81245901639344,13.92,14.54868055555555,13.54393442622951,14.10814479638009,0,hawaii,106.0,1,FEMALE,442.0,442.0,122.0,8.0,144.0,61.0,135.0,307.0,85.0,6.0,101.0,40.0,307.0,49450.0,6.0,22545.0,32955.0,1.0,10000.0,1.0,False,REGULAR,0.6945701357466063,20.0,10.81148148148148,12.1275,,12.37444444444444,9.951666666666666,10.81148148148148,0,hawaii,9.0,1,FEMALE,27.0,27.0,4.0,,9.0,12.0,17.0,10.0,1.0,,4.0,4.0,10.0,33020.0,4.0,11305.0,21715.0,3.0,6085.0,20.0,False,REGULAR,0.3703703703703703
g-land,REEFBREAK,indonesia,6,2022,1,3,5,FEMALE,2022,LEFT,30.0,14.15369767441861,14.22383177570093,,14.93066666666667,13.8726,14.15369767441861,0,True,False,hawaii,103.0,0,FEMALE,430.0,430.0,107.0,,15.0,50.0,131.0,299.0,75.0,,9.0,33.0,299.0,26.0,14.0,26905.0,6.0,16495.0,26905.0,9.0,2610.0,1.0,False,REGULAR,0.6953488372093023,1,32.0,13.71938118811881,13.3897,,14.64421052631579,11.57651162790698,13.71938118811881,0,australia,103.0,0,FEMALE,404.0,404.0,100.0,,19.0,43.0,148.0,256.0,63.0,,15.0,24.0,256.0,15185.0,5.0,9965.0,15185.0,9.0,2610.0,3.0,True,REGULAR,0.6336633663366337,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
g-land,REEFBREAK,indonesia,6,2022,1,3,5,FEMALE,2022,LEFT,32.0,13.71938118811881,13.3897,,14.64421052631579,11.57651162790698,13.71938118811881,0,True,False,australia,103.0,0,FEMALE,404.0,404.0,100.0,,19.0,43.0,148.0,256.0,63.0,,15.0,24.0,256.0,26.0,12.0,15185.0,5.0,9965.0,15185.0,9.0,2610.0,3.0,True,REGULAR,0.6336633663366337,0,30.0,14.15369767441861,14.22383177570093,,14.93066666666667,13.8726,14.15369767441861,0,hawaii,103.0,0,FEMALE,430.0,430.0,107.0,,15.0,50.0,131.0,299.0,75.0,,9.0,33.0,299.0,26905.0,6.0,16495.0,26905.0,9.0,2610.0,1.0,False,REGULAR,0.6953488372093023,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
g-land,REEFBREAK,indonesia,6,2022,1,1,5,FEMALE,2022,LEFT,30.0,13.35198795180723,12.83780821917808,,12.32416666666666,12.0209756097561,13.35198795180723,0,False,True,united-states,90.0,0,FEMALE,332.0,334.0,74.0,,12.0,41.0,145.0,187.0,40.0,,9.0,22.0,187.0,,,20570.0,5.0,16915.0,20570.0,3.0,6085.0,9.0,False,REGULAR,0.5632530120481928,0,25.0,11.08860465116279,11.0852380952381,,,11.35944444444444,11.08860465116279,0,australia,15.0,0,FEMALE,43.0,43.0,21.0,,,18.0,24.0,19.0,10.0,,,10.0,19.0,22575.0,5.0,15220.0,22575.0,1.0,10000.0,8.0,False,REGULAR,0.4418604651162791,34.0,13.45902374670185,12.46488888888889,,12.13916666666667,11.96297872340425,13.45902374670185,0,australia,103.0,0,FEMALE,379.0,380.0,91.0,,12.0,47.0,144.0,235.0,53.0,,6.0,25.0,235.0,19230.0,4.0,15575.0,18185.0,5.0,4745.0,5.0,False,REGULAR,0.6200527704485488
g-land,REEFBREAK,indonesia,6,2022,1,1,5,FEMALE,2022,LEFT,25.0,11.08860465116279,11.0852380952381,,,11.35944444444444,11.08860465116279,0,False,True,australia,15.0,0,FEMALE,43.0,43.0,21.0,,,18.0,24.0,19.0,10.0,,,10.0,19.0,,,22575.0,5.0,15220.0,22575.0,1.0,10000.0,8.0,False,REGULAR,0.4418604651162791,0,30.0,13.35198795180723,12.83780821917808,,12.32416666666666,12.0209756097561,13.35198795180723,0,united-states,90.0,0,FEMALE,332.0,334.0,74.0,,12.0,41.0,145.0,187.0,40.0,,9.0,22.0,187.0,20570.0,5.0,16915.0,20570.0,3.0,6085.0,9.0,False,REGULAR,0.5632530120481928,34.0,13.45902374670185,12.46488888888889,,12.13916666666667,11.96297872340425,13.45902374670185,0,australia,103.0,0,FEMALE,379.0,380.0,91.0,,12.0,47.0,144.0,235.0,53.0,,6.0,25.0,235.0,19230.0,4.0,15575.0,18185.0,5.0,4745.0,5.0,False,REGULAR,0.6200527704485488
g-land,REEFBREAK,indonesia,6,2022,1,1,5,FEMALE,2022,LEFT,34.0,13.45902374670185,12.46488888888889,,12.13916666666667,11.96297872340425,13.45902374670185,0,False,True,australia,103.0,0,FEMALE,379.0,380.0,91.0,,12.0,47.0,144.0,235.0,53.0,,6.0,25.0,235.0,,,19230.0,4.0,15575.0,18185.0,5.0,4745.0,5.0,False,REGULAR,0.6200527704485488,1,30.0,13.35198795180723,12.83780821917808,,12.32416666666666,12.0209756097561,13.35198795180723,0,united-states,90.0,0,FEMALE,332.0,334.0,74.0,,12.0,41.0,145.0,187.0,40.0,,9.0,22.0,187.0,20570.0,5.0,16915.0,20570.0,3.0,6085.0,9.0,False,REGULAR,0.5632530120481928,25.0,11.08860465116279,11.0852380952381,,,11.35944444444444,11.08860465116279,0,australia,15.0,0,FEMALE,43.0,43.0,21.0,,,18.0,24.0,19.0,10.0,,,10.0,19.0,22575.0,5.0,15220.0,22575.0,1.0,10000.0,8.0,False,REGULAR,0.4418604651162791
g-land,REEFBREAK,indonesia,6,2022,1,4,5,FEMALE,2022,LEFT,30.0,14.15369767441861,14.22383177570093,,14.93066666666667,13.8726,14.15369767441861,0,True,False,hawaii,103.0,0,FEMALE,430.0,430.0,107.0,,15.0,50.0,131.0,299.0,75.0,,9.0,33.0,299.0,14.0,8.0,26905.0,6.0,16495.0,26905.0,9.0,2610.0,1.0,False,REGULAR,0.6953488372093023,1,26.0,12.28539419087137,11.92070588235294,,12.35578947368421,12.49553191489362,12.28539419087137,0,brazil,66.0,1,FEMALE,241.0,242.0,85.0,,19.0,48.0,127.0,114.0,41.0,,8.0,25.0,114.0,20440.0,6.0,15220.0,20440.0,9.0,2610.0,2.0,False,GOOFY,0.4730290456431535,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
g-land,REEFBREAK,indonesia,6,2022,1,4,5,FEMALE,2022,LEFT,26.0,12.28539419087137,11.92070588235294,,12.35578947368421,12.49553191489362,12.28539419087137,0,True,False,brazil,66.0,1,FEMALE,241.0,242.0,85.0,,19.0,48.0,127.0,114.0,41.0,,8.0,25.0,114.0,14.0,6.0,20440.0,6.0,15220.0,20440.0,9.0,2610.0,2.0,False,GOOFY,0.4730290456431535,0,30.0,14.15369767441861,14.22383177570093,,14.93066666666667,13.8726,14.15369767441861,0,hawaii,103.0,0,FEMALE,430.0,430.0,107.0,,15.0,50.0,131.0,299.0,75.0,,9.0,33.0,299.0,26905.0,6.0,16495.0,26905.0,9.0,2610.0,1.0,False,REGULAR,0.6953488372093023,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
g-land,REEFBREAK,indonesia,6,2022,1,5,5,FEMALE,2022,LEFT,30.0,14.15369767441861,14.22383177570093,,14.93066666666667,13.8726,14.15369767441861,0,True,False,hawaii,103.0,0,FEMALE,430.0,430.0,107.0,,15.0,50.0,131.0,299.0,75.0,,9.0,33.0,299.0,9.0,7.0,26905.0,6.0,16495.0,26905.0,9.0,2610.0,1.0,False,REGULAR,0.6953488372093023,0,29.0,12.22841085271317,11.935,,13.70434782608696,11.7485,12.22841085271317,0,france,74.0,0,FEMALE,258.0,258.0,86.0,,23.0,40.0,147.0,111.0,37.0,,14.0,18.0,111.0,23725.0,5.0,14235.0,23725.0,5.0,4745.0,4.0,False,REGULAR,0.4302325581395348,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
g-land,REEFBREAK,indonesia,6,2022,1,5,5,FEMALE,2022,LEFT,29.0,12.22841085271317,11.935,,13.70434782608696,11.7485,12.22841085271317,0,True,False,france,74.0,0,FEMALE,258.0,258.0,86.0,,23.0,40.0,147.0,111.0,37.0,,14.0,18.0,111.0,9.0,2.0,23725.0,5.0,14235.0,23725.0,5.0,4745.0,4.0,False,REGULAR,0.4302325581395348,1,30.0,14.15369767441861,14.22383177570093,,14.93066666666667,13.8726,14.15369767441861,0,hawaii,103.0,0,FEMALE,430.0,430.0,107.0,,15.0,50.0,131.0,299.0,75.0,,9.0,33.0,299.0,26905.0,6.0,16495.0,26905.0,9.0,2610.0,1.0,False,REGULAR,0.6953488372093023,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
g-land,REEFBREAK,indonesia,6,2022,3,3,5,FEMALE,2022,LEFT,23.0,10.56231884057971,10.97361111111111,,,10.33761904761905,10.56231884057971,0,True,False,costa-rica,25.0,0,FEMALE,69.0,69.0,36.0,,,21.0,45.0,24.0,17.0,,,6.0,24.0,0.0,0.0,28185.0,2.0,13440.0,28185.0,5.0,4745.0,15.0,False,REGULAR,0.3478260869565217,0,28.0,10.3190243902439,10.22391304347826,,10.195,10.38107142857143,10.3190243902439,0,australia,48.0,1,FEMALE,123.0,123.0,46.0,,4.0,28.0,100.0,23.0,12.0,,,7.0,23.0,14485.0,1.0,13440.0,17095.0,3.0,6085.0,11.0,False,GOOFY,0.1869918699186991,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
g-land,REEFBREAK,indonesia,6,2022,3,3,5,FEMALE,2022,LEFT,28.0,10.3190243902439,10.22391304347826,,10.195,10.38107142857143,10.3190243902439,0,True,False,australia,48.0,1,FEMALE,123.0,123.0,46.0,,4.0,28.0,100.0,23.0,12.0,,,7.0,23.0,0.0,0.0,14485.0,1.0,13440.0,17095.0,3.0,6085.0,11.0,False,GOOFY,0.1869918699186991,1,23.0,10.56231884057971,10.97361111111111,,,10.33761904761905,10.56231884057971,0,costa-rica,25.0,0,FEMALE,69.0,69.0,36.0,,,21.0,45.0,24.0,17.0,,,6.0,24.0,28185.0,2.0,13440.0,28185.0,5.0,4745.0,15.0,False,REGULAR,0.3478260869565217,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
g-land,REEFBREAK,indonesia,6,2022,4,1,5,FEMALE,2022,LEFT,28.0,12.74206666666667,11.31611111111111,,10.27636363636364,12.03885714285715,12.74206666666667,0,False,True,united-states,88.0,0,FEMALE,300.0,300.0,72.0,,11.0,35.0,155.0,145.0,29.0,,4.0,21.0,145.0,,,21715.0,3.0,13020.0,21715.0,9.0,2610.0,18.0,False,REGULAR,0.4833333333333333,0,28.0,13.4386246418338,13.1722,,12.018125,12.53655172413793,13.4386246418338,0,australia,92.0,0,FEMALE,349.0,350.0,101.0,,16.0,29.0,135.0,214.0,64.0,,5.0,19.0,214.0,26050.0,6.0,17355.0,26050.0,9.0,2610.0,6.0,False,REGULAR,0.6131805157593123,26.0,12.28539419087137,11.92070588235294,,12.35578947368421,12.49553191489362,12.28539419087137,0,brazil,66.0,1,FEMALE,241.0,242.0,85.0,,19.0,48.0,127.0,114.0,41.0,,8.0,25.0,114.0,20440.0,6.0,15220.0,20440.0,9.0,2610.0,2.0,False,GOOFY,0.4730290456431535
g-land,REEFBREAK,indonesia,6,2022,4,1,5,FEMALE,2022,LEFT,26.0,12.28539419087137,11.92070588235294,,12.35578947368421,12.49553191489362,12.28539419087137,0,False,True,brazil,66.0,1,FEMALE,241.0,242.0,85.0,,19.0,48.0,127.0,114.0,41.0,,8.0,25.0,114.0,,,20440.0,6.0,15220.0,20440.0,9.0,2610.0,2.0,False,GOOFY,0.4730290456431535,1,28.0,13.4386246418338,13.1722,,12.018125,12.53655172413793,13.4386246418338,0,australia,92.0,0,FEMALE,349.0,350.0,101.0,,16.0,29.0,135.0,214.0,64.0,,5.0,19.0,214.0,26050.0,6.0,17355.0,26050.0,9.0,2610.0,6.0,False,REGULAR,0.6131805157593123,28.0,12.74206666666667,11.31611111111111,,10.27636363636364,12.03885714285715,12.74206666666667,0,united-states,88.0,0,FEMALE,300.0,300.0,72.0,,11.0,35.0,155.0,145.0,29.0,,4.0,21.0,145.0,21715.0,3.0,13020.0,21715.0,9.0,2610.0,18.0,False,REGULAR,0.4833333333333333
g-land,REEFBREAK,indonesia,6,2022,4,1,5,FEMALE,2022,LEFT,28.0,13.4386246418338,13.1722,,12.018125,12.53655172413793,13.4386246418338,0,False,True,australia,92.0,0,FEMALE,349.0,350.0,101.0,,16.0,29.0,135.0,214.0,64.0,,5.0,19.0,214.0,,,26050.0,6.0,17355.0,26050.0,9.0,2610.0,6.0,False,REGULAR,0.6131805157593123,0,26.0,12.28539419087137,11.92070588235294,,12.35578947368421,12.49553191489362,12.28539419087137,0,brazil,66.0,1,FEMALE,241.0,242.0,85.0,,19.0,48.0,127.0,114.0,41.0,,8.0,25.0,114.0,20440.0,6.0,15220.0,20440.0,9.0,2610.0,2.0,False,GOOFY,0.4730290456431535,28.0,12.74206666666667,11.31611111111111,,10.27636363636364,12.03885714285715,12.74206666666667,0,united-states,88.0,0,FEMALE,300.0,300.0,72.0,,11.0,35.0,155.0,145.0,29.0,,4.0,21.0,145.0,21715.0,3.0,13020.0,21715.0,9.0,2610.0,18.0,False,REGULAR,0.4833333333333333
g-land,REEFBREAK,indonesia,6,2022,2,2,5,FEMALE,2022,LEFT,30.0,13.35198795180723,12.83780821917808,,12.32416666666666,12.2192,13.35198795180723,0,True,False,united-states,90.0,0,FEMALE,332.0,334.0,74.0,,12.0,25.0,145.0,187.0,40.0,,9.0,11.0,187.0,7.0,4.0,20570.0,5.0,16915.0,20570.0,3.0,6085.0,9.0,False,REGULAR,0.5632530120481928,0,29.0,12.22841085271317,11.935,,13.70434782608696,11.7485,12.22841085271317,0,france,74.0,0,FEMALE,258.0,258.0,86.0,,23.0,40.0,147.0,111.0,37.0,,14.0,18.0,111.0,23725.0,5.0,14235.0,23725.0,5.0,4745.0,4.0,False,REGULAR,0.4302325581395348,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
g-land,REEFBREAK,indonesia,6,2022,2,2,5,FEMALE,2022,LEFT,29.0,12.22841085271317,11.935,,13.70434782608696,11.7485,12.22841085271317,0,True,False,france,74.0,0,FEMALE,258.0,258.0,86.0,,23.0,40.0,147.0,111.0,37.0,,14.0,18.0,111.0,7.0,3.0,23725.0,5.0,14235.0,23725.0,5.0,4745.0,4.0,False,REGULAR,0.4302325581395348,1,30.0,13.35198795180723,12.83780821917808,,12.32416666666666,12.2192,13.35198795180723,0,united-states,90.0,0,FEMALE,332.0,334.0,74.0,,12.0,25.0,145.0,187.0,40.0,,9.0,11.0,187.0,20570.0,5.0,16915.0,20570.0,3.0,6085.0,9.0,False,REGULAR,0.5632530120481928,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
g-land,REEFBREAK,indonesia,6,2022,2,1,5,FEMALE,2022,LEFT,23.0,10.56231884057971,10.97361111111111,,,10.63083333333333,10.56231884057971,0,False,True,costa-rica,25.0,0,FEMALE,69.0,69.0,36.0,,,24.0,45.0,24.0,17.0,,,6.0,24.0,,,28185.0,2.0,13440.0,28185.0,5.0,4745.0,15.0,False,REGULAR,0.3478260869565217,1,29.0,12.22841085271317,11.935,,13.70434782608696,11.80093023255814,12.22841085271317,0,france,74.0,0,FEMALE,258.0,258.0,86.0,,23.0,43.0,147.0,111.0,37.0,,14.0,19.0,111.0,23725.0,5.0,14235.0,23725.0,5.0,4745.0,4.0,False,REGULAR,0.4302325581395348,28.0,10.3190243902439,10.22391304347826,,10.195,10.33675675675676,10.3190243902439,0,australia,48.0,1,FEMALE,123.0,123.0,46.0,,4.0,37.0,100.0,23.0,12.0,,,6.0,23.0,14485.0,1.0,13440.0,17095.0,3.0,6085.0,11.0,False,GOOFY,0.1869918699186991
g-land,REEFBREAK,indonesia,6,2022,2,1,5,FEMALE,2022,LEFT,28.0,10.3190243902439,10.22391304347826,,10.195,10.33675675675676,10.3190243902439,0,False,True,australia,48.0,1,FEMALE,123.0,123.0,46.0,,4.0,37.0,100.0,23.0,12.0,,,6.0,23.0,,,14485.0,1.0,13440.0,17095.0,3.0,6085.0,11.0,False,GOOFY,0.1869918699186991,0,29.0,12.22841085271317,11.935,,13.70434782608696,11.80093023255814,12.22841085271317,0,france,74.0,0,FEMALE,258.0,258.0,86.0,,23.0,43.0,147.0,111.0,37.0,,14.0,19.0,111.0,23725.0,5.0,14235.0,23725.0,5.0,4745.0,4.0,False,REGULAR,0.4302325581395348,23.0,10.56231884057971,10.97361111111111,,,10.63083333333333,10.56231884057971,0,costa-rica,25.0,0,FEMALE,69.0,69.0,36.0,,,24.0,45.0,24.0,17.0,,,6.0,24.0,28185.0,2.0,13440.0,28185.0,5.0,4745.0,15.0,False,REGULAR,0.3478260869565217
